id,old_id,identifier1_type_code,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier1_assigner_display,identifier2_type_code,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,active,name1_use,name1_family,name1_given1,name1_prefix1,name1_suffix1,name1_text,telecom1_system,telecom1_value,telecom1_use,telecom2_system,telecom2_value,telecom2_use,address1_use,address1_line1,address1_city,address1_state,address1_postalCode,address1_country,address1_text,gender,qualification1_ahpraProfessionDetails_Profession_text,qualification1_identifier_type_code,qualification1_identifier_type_display,qualification1_identifier_type_text,qualification1_identifier_system,qualification1_identifier_value,qualification1_code_system,qualification1_code_code,qualification1_code_display,qualification1_code_text,period_start,issuer_display,
harding-clyde,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051689 ,,,,,,,,official,HARDING,Clyde,,,,phone,0870100513,work,email,clyde.harding@ludmillapharmacy.example.net,,,1 Barn Cr,Ludmilla,NT,0820,,,unknown,Pharmacists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000138,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
bennett-amanda,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052389 ,,,,,,,,official,BENNETT,Amanda,,,,phone,0870103681,work,email,amanda.bennett@pinecreekph.example.net,,,175 Silver Qy,Pine Creek,NT,0847,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000139,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
felmingham-marian,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385145 ,,,,,,,,official,FELMINGHAM,Marian,,,,phone,0870104595,work,email,marian.felmingham@beswickph.example.com.au,,,199 Freedom Hts,Beswick,NT,0852,,,other,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000140,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
martin-kirstie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052397 ,,,,,,,,official,MARTIN,Kirstie,,,,phone,0870101750,work,email,kirstie.martin@alicespringsmp.example.com.au,,,153 Dalys Rdge,Alice Springs,NT,0872,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000141,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mccormack-annamaria,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718775 ,,,,,,,,official,MCCORMACK,Annamaria,,,,phone,0870102156,work,email,annamaria.mccormack@cullenbay.example.net,,,123 Elizabeth Esp,Cullen Bay,NT,0820,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000142,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
craig-kenneth,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385160 ,,,,,,,,official,CRAIG,Kenneth,,,,phone,0870109633,work,email,kenneth.craig@annieriverpractice.example.com.au,,,188 Yoga Cnr,Annie River,NT,0822,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000143,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
coulter-francine,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719152 ,,,,,,,,official,COULTER,Francine,,,,phone,0870100086,work,email,francine.coulter@example.com,,,127 Woodstock Cl,Pulumpa,NT,0822,,,other,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000144,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gartshore-evelyn,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719160 ,,,,,,,,official,GARTSHORE,Evelyn,,,,phone,0870107521,work,email,evelyn.gartshore@kaltukatjararadiology.example.net,,,162 Rail St,Kaltukatjara,NT,0872,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000145,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
jenkins-elisabeth,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052421 ,,,,,,,,official,JENKINS,Elisabeth,,,,phone,0870108784,work,email,elisabeth.jenkins@pinecreekph.example.net,,,124 Law Rvr,Pine Creek,NT,0847,,,female,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000146,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
delaney-azzie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052439 ,,,,,,,,official,DELANEY,Azzie,,,,phone,0870103019,work,email,azzie.delaney@beswickph.example.com.au,,,4 New Esp,Beswick,NT,0852,,,other,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000147,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
polglase-belen,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051721 ,,,,,,,,official,POLGLASE,Belen,,,,phone,0870102934,work,email,belen.polglase@example.com.au,,,15 Centenary Cnr,Acacia Hills,NT,0822,,,other,Counsellors,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000148,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
lazzarini-frank,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051739 ,,,,,,,,official,LAZZARINI,Frank,,,,phone,0870101203,work,email,frank.lazzarini@example.net,,,73 Warrego Cct,Batchelor,NT,0845,,,unknown,Complementary Health Therapists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000149,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
chalmers-shani,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052447 ,,,,,,,,official,CHALMERS,Shani,,,,phone,0870109383,work,email,shani.chalmers@example.com,,,142 River Ct,Erldunda,NT,0872,,,female,Ambulance Officers and Paramedics,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000150,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
darcy-alexandra,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052454 ,,,,,,,,official,D'ARCY,Alexandra,,,,phone,0870101063,work,email,alexandra.d'arcy@example.com.au,,,62 Rome Est,Southport,NT,0822,,,other,Physiotherapists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000151,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
fleming-helga,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385318 ,,,,,,,,official,FLEMING,Helga,,,,phone,0870102094,work,email,helga.fleming@example.net,,,192 Yoga Rvr,Manbulloo,NT,0852,,,other,Psychologists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000152,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
cook-natalie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718791 ,,,,,,,,official,COOK,Natalie,,,,phone,0870105413,work,email,natalie.cook@example.com,,,48 Toby Cct,Coconut Grove,NT,0810,,,other,Chiropractors and Osteopaths,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000153,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
packham-delores,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385186 ,,,,,,,,official,PACKHAM,Delores,,,,phone,0870107897,work,email,delores.packham@beltanamp.example.com.au,,,2 Farmer Est,Beltana,SA,5730,,,female,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000154,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
thorn-brittany,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052462 ,,,,,,,,official,THORN,Brittany,,,,phone,0870107643,work,email,brittany.thorn@example.com.au,,,179 Mandarin Cir,Rogues Point,SA,5571,,,other,Midwives,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000155,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
rowland-josh,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718817 ,,,,,,,,official,ROWLAND,Josh,,,,phone,0870100668,work,email,josh.rowland@leasinghamph.example.net,,,33 Wolverene Rvr,Leasingham,SA,5452,,,unknown,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000156,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
doyle-hana,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052470 ,,,,,,,,official,DOYLE,Hana,,,,phone,0870100489,work,email,hana.doyle@yuntaph.example.com.au,,,145 Zeppelin Tce,Yunta,SA,5440,,,other,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000157,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
ellison-shawn,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718825 ,,,,,,,,official,ELLISON,Shawn,,,,phone,0870107614,work,email,shawn.ellison@example.com.au,,,8 Frits Tce,South Brighton,SA,5048,,,other,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000158,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
dixon-astrid,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719186 ,,,,,,,,official,DIXON,Astrid,,,,phone,0870100757,work,email,astrid.dixon@woodcroftpathology.example.net,,,196 Adelaide Cnr,Woodcroft,SA,5162,,,female,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000159,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
hickson-eldora,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051762 ,,,,,,,,official,HICKSON,Eldora,,,,phone,0870106652,work,email,eldora.hickson@wingfieldpathology.example.com.au,,,104 Sylvania Cir,Wingfield,SA,5013,,,female,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000160,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
newling-louis,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719194 ,,,,,,,,official,NEWLING,Louis,,,,phone,0870105386,work,email,louis.newling@edwardstownpharmacy.example.net,,,107 King Gr,Edwardstown,SA,5039,,,male,Pharmacists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000161,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
frankel-mary,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385359 ,,,,,,,,official,FRANKEL,Mary,,,,phone,0870102241,work,email,mary.frankel@leasinghamph.example.net,,,99 Rail Cnr,Leasingham,SA,5452,,,other,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000162,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
steele-clyde,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052496 ,,,,,,,,official,STEELE,Clyde,,,,phone,0870104979,work,email,clyde.steele@yuntaph.example.com.au,,,114 Dalys Dr,Yunta,SA,5440,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000163,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
pickford-lisa,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718841 ,,,,,,,,official,PICKFORD,Lisa,,,,phone,0870101084,work,email,lisa.pickford@beltanamp.example.com.au,,,87 Farmer Qy,Beltana,SA,5730,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000164,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
elliott-eulah,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718858 ,,,,,,,,official,ELLIOTT,Eulah,,,,phone,0870105391,work,email,eulah.elliott@example.net,,,8 Frits Cct,Peake,SA,5301,,,female,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000165,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
parr-adelaide,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385210 ,,,,,,,,official,PARR,Adelaide,,,,phone,0870103000,work,email,adelaide.parr@capejaffaradiology.example.net,,,9 Elgin Pl,Cape Jaffa,SA,5275,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000166,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
heaney-brock,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052520 ,,,,,,,,official,HEANEY,Brock,,,,phone,0870106736,work,email,brock.heaney@backvalleyradiology.example.com.au,,,33 Council Cct,Back Valley,SA,5211,,,male,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000167,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
pratley-maynard,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051788 ,,,,,,,,official,PRATLEY,Maynard,,,,phone,0870108088,work,email,maynard.pratley@leasinghamph.example.net,,,36 Bay Pl,Leasingham,SA,5452,,,unknown,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000168,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
patrick-nancy,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051796 ,,,,,,,,official,PATRICK,Nancy,,,,phone,0870101753,work,email,nancy.patrick@yuntaph.example.com.au,,,162 Desleigh Pl,Yunta,SA,5440,,,other,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000169,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mackee-sara,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719236 ,,,,,,,,official,MACKEE,Sara,,,,phone,0870106339,work,email,sara.mackee@example.com.au,,,137 Newport Tce,Croydon,SA,5008,,,female,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000170,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
henderson-nelson,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051804 ,,,,,,,,official,HENDERSON,Nelson,,,,phone,0870102519,work,email,nelson.henderson@example.net,,,133 Newhaven Rdge,Salisbury South Dc,SA,5106,,,male,Nutrition Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000171,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
lavender-astrid,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052546 ,,,,,,,,official,LAVENDER,Astrid,,,,phone,0870104324,work,email,astrid.lavender@example.com,,,79 State Lane,Hawthorn,SA,5062,,,other,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000172,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
rogers-lorilee,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719251 ,,,,,,,,official,ROGERS,Lorilee,,,,phone,0870102781,work,email,lorilee.rogers@example.com.au,,,11 West Hts,Deep Creek,SA,5204,,,female,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000173,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
odonnell-xuan,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385367 ,,,,,,,,official,O'DONNELL,Xuan,,,,phone,0870109559,work,email,xuan.o'donnell@example.net,,,186 Freedom Qy,Minvalara,SA,5422,,,female,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000174,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
hyde-cortez,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718866 ,,,,,,,,official,HYDE,Cortez,,,,phone,0870105630,work,email,cortez.hyde@example.com,,,87 Queen Qy,Park Holme,SA,5043,,,male,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000175,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
pye-dusty,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719285 ,,,,,,,,official,PYE,Dusty,,,,phone,0870100564,work,email,dusty.pye@example.com.au,,,112 Innovation Rdge,Stockyard Creek,SA,5460,,,unknown,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000176,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
moran-vincent,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052553 ,,,,,,,,official,MORAN,Vincent,,,,phone,0370107777,work,email,vincent.moran@southportmp.example.com.au,,,70 Airport Esp,Southport,TAS,7109,,,male,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000177,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
dunkley-dante,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718874 ,,,,,,,,official,DUNKLEY,Dante,,,,phone,0370101905,work,email,dante.dunkley@example.com.au,,,11 Copper Pnt,Renison Bell,TAS,7469,,,male,Midwives,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000178,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mortenson-kerry,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718882 ,,PRES,Prescriber Number,,http://ns.electronichealth.net.au/id/medicare-prescriber-number,8017226,,official,MORTENSON,Kerry,,,,phone,0370100582,work,email,kerry.mortenson@rosettaph.example.net,,,86 Airport Lane,Rosetta,TAS,7010,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000179,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
patten-annie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385383 ,,,,,,,,official,PATTEN,Annie,,,,phone,0370108866,work,email,annie.patten@robiganaph.example.com.au,,,194 Cresson Gdns,Robigana,TAS,7275,,,other,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000180,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
rawlings-hong,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052561 ,,,,,,,,official,RAWLINGS,Hong,,,,phone,0370103401,work,email,hong.rawlings@example.com.au,,,179 Church Gdns,Moonah,TAS,7009,,,female,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000181,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
emmett-wilhelmina,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385269 ,,,,,,,,official,EMMETT,Wilhelmina,,,,phone,0370105630,work,email,wilhelmina.emmett@veronasandspathology.example.com.au,,,134 Long Cl,Verona Sands,TAS,7112,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000182,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
jolley-beulah,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718908 ,,,,,,,,official,JOLLEY,Beulah,,,,phone,0370108601,work,email,beulah.jolley@launcestonpharmacy.example.net,,,143 Cathedral Hts,Launceston,TAS,7250,,,female,Pharmacists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000183,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
harvey-brooke,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719335 ,,,,,,,,official,HARVEY,Brooke,,,,phone,0370105935,work,email,brooke.harvey@rosettaph.example.net,,,195 Loftus Cir,Rosetta,TAS,7010,,,other,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000184,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
marchant-ivy,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051812 ,,,,,,,,official,MARCHANT,Ivy,,,,phone,0370102502,work,email,ivy.marchant@robiganaph.example.com.au,,,169 Cathedral Cct,Robigana,TAS,7275,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000185,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
ellison-malinda,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052587 ,,,,,,,,official,ELLISON,Malinda,,,,phone,0370108678,work,email,malinda.ellison@southportmp.example.com.au,,,154 Gold Way,Southport,TAS,7109,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000186,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
